year,state,population,State,Abbrev,Code
2004,ID,1391802,Idaho,Idaho,ID
2004,IL,12589773,Illinois,Ill.,IL
2004,IN,6233007,Indiana,Ind.,IN
2004,KS,2734373,Kansas,Kans.,KS
2004,KY,4146101,Kentucky,Ky.,KY
2004,LA,4552238,Louisiana,La.,LA
2004,MA,6412281,Massachusetts,Mass.,MA
2004,MD,5546935,Maryland,Md.,MD
2004,ME,1313688,Maine,Maine,ME
2004,MI,10055315,Michigan,Mich.,MI
2004,MN,5087713,Minnesota,Minn.,MN
2004,MO,5747741,Missouri,Mo.,MO
2004,MS,2889010,Mississippi,Miss.,MS
2004,MT,930009,Montana,Mont.,MT
2004,NC,8553152,North Carolina,N.C.,NC
2004,ND,644705,North Dakota,N.D.,ND
2004,NE,1749370,Nebraska,Nebr.,NE
2004,NH,1290121,New Hampshire,N.H.,NH
2004,NJ,8634561,New Jersey,N.J.,NJ
2004,NM,1903808,New Mexico,N.M.,NM
2004,NV,2346222,Nevada,Nev.,NV
2004,NY,19171567,New York,N.Y.,NY
2004,OH,11452251,Ohio,Ohio,OH
2004,OK,3525233,Oklahoma,Okla.,OK
2004,OR,3569463,Oregon,Ore.,OR
2004,PA,12410722,Pennsylvania,Pa.,PA
2004,RI,1074579,Rhode Island,R.I.,RI
2004,SC,4210921,South Carolina,S.C.,SC
2004,SD,770396,South Dakota,S.D.,SD
2004,TN,5910809,Tennessee,Tenn.,TN
2004,TX,22394023,Texas,Tex.,TX
2004,UT,2401580,Utah,Utah,UT
2004,VA,7475575,Virginia,Va.,VA
2004,VT,619920,Vermont,Vt.,VT
2004,WA,6178645,Washington,Wash.,WA
2004,WI,5514026,Wisconsin,Wis.,WI
2004,WV,1816438,West Virginia,W.Va.,WV
2004,WY,509106,Wyoming,Wyo.,WY
2005,AK,666946,Alaska,Alaska,AK
2005,AL,4565917,Alabama,Ala.,AL
2005,AR,2781097,Arkansas,Ark.,AR
2005,AZ,5839077,Arizona,Ariz.,AZ
2005,CA,35827943,California,Calif.,CA
2005,CO,4631888,Colorado,Colo.,CO
2005,CT,3506956,Connecticut,Conn.,CT
2005,DC,567136,District of Columbia,D.C.,DC
2005,DE,845150,Delaware,Del.,DE
2005,FL,17842038,Florida,Fla.,FL
2005,GA,8925922,Georgia,Ga.,GA
2005,HI,1292729,Hawaii,Hawaii,HI
2005,IA,2964454,Iowa,Iowa,IA
2005,ID,1428241,Idaho,Idaho,ID
2005,IL,12609903,Illinois,Ill.,IL
2005,IN,6278616,Indiana,Ind.,IN
2005,KR,203937,,,
2005,KS,2745299,Kansas,Kans.,KS
2005,KY,4182742,Kentucky,Ky.,KY
2005,LA,4411396,Louisiana,La.,LA
2005,MA,6403290,Massachusetts,Mass.,MA
2005,MD,5592379,Maryland,Md.,MD
2005,ME,1318787,Maine,Maine,ME
2005,MI,10051137,Michigan,Mich.,MI
2005,MN,5119598,Minnesota,Minn.,MN
2005,MO,5790300,Missouri,Mo.,MO
2005,MS,2876229,Mississippi,Miss.,MS
2005,MT,940102,Montana,Mont.,MT
2005,NC,8705407,North Carolina,N.C.,NC
2005,ND,646089,North Dakota,N.D.,ND
2005,NE,1761497,Nebraska,Nebr.,NE
2005,NH,1298492,New Hampshire,N.H.,NH
2005,NJ,8651974,New Jersey,N.J.,NJ
2005,NM,1932274,New Mexico,N.M.,NM
2005,NV,2432143,Nevada,Nev.,NV
2005,NY,19132610,New York,N.Y.,NY
2005,OH,11463320,Ohio,Ohio,OH
2005,OK,3548597,Oklahoma,Okla.,OK
2005,OR,3613202,Oregon,Ore.,OR
2005,PA,12449990,Pennsylvania,Pa.,PA
2005,RI,1067916,Rhode Island,R.I.,RI
2005,SC,4270150,South Carolina,S.C.,SC
2005,SD,775493,South Dakota,S.D.,SD
2005,TN,5991057,Tennessee,Tenn.,TN
2005,TX,22773020,Texas,Tex.,TX
2005,UT,2457719,Utah,Utah,UT
2005,VA,7577105,Virginia,Va.,VA
2005,VT,621215,Vermont,Vt.,VT
2005,WA,6257305,Washington,Wash.,WA
2005,WI,5546166,Wisconsin,Wis.,WI
2005,WV,1820492,West Virginia,W.Va.,WV
2005,WY,514157,Wyoming,Wyo.,WY
2006,AK,675302,Alaska,Alaska,AK
2006,AL,4628981,Alabama,Ala.,AL
2006,AR,2821761,Arkansas,Ark.,AR
2006,AZ,6029141,Arizona,Ariz.,AZ
2006,CA,36021202,California,Calif.,CA
2006,CO,4720423,Colorado,Colo.,CO
2006,CT,3517460,Connecticut,Conn.,CT
2006,DC,570681,District of Columbia,D.C.,DC
2006,DE,859268,Delaware,Del.,DE
2006,FL,18166990,Florida,Fla.,FL
2006,GA,9155813,Georgia,Ga.,GA
2006,HI,1309731,Hawaii,Hawaii,HI
2006,IA,2982644,Iowa,Iowa,IA
2006,ID,1468669,Idaho,Idaho,ID
2006,IL,12643955,Illinois,Ill.,IL
2006,IN,6332669,Indiana,Ind.,IN
2006,KS,2762931,Kansas,Kans.,KS
2006,KY,4219239,Kentucky,Ky.,KY
2006,LA,4302665,Louisiana,La.,LA
2006,MA,6410084,Massachusetts,Mass.,MA
2006,MD,5627367,Maryland,Md.,MD
2006,ME,1323619,Maine,Maine,ME
2006,MI,10036081,Michigan,Mich.,MI
2006,MN,5163555,Minnesota,Minn.,MN
2006,MO,5842704,Missouri,Mo.,MO
2006,MS,2904978,Mississippi,Miss.,MS
2006,MT,952692,Montana,Mont.,MT
2006,NC,8917270,North Carolina,N.C.,NC
2006,ND,649422,North Dakota,N.D.,ND
2006,NE,1772693,Nebraska,Nebr.,NE
2006,NH,1308389,New Hampshire,N.H.,NH
2006,NJ,8661679,New Jersey,N.J.,NJ
2006,NM,1962137,New Mexico,N.M.,NM
2006,NV,2522658,Nevada,Nev.,NV
2006,NY,19104631,New York,N.Y.,NY
2006,OH,11481213,Ohio,Ohio,OH
2006,OK,3594090,Oklahoma,Okla.,OK
2006,OR,3670883,Oregon,Ore.,OR
2006,PA,12510809,Pennsylvania,Pa.,PA
2006,RI,1063096,Rhode Island,R.I.,RI
2006,SC,4357847,South Carolina,S.C.,SC
2006,SD,783033,South Dakota,S.D.,SD
2006,TN,6088766,Tennessee,Tenn.,TN
2006,TX,23359580,Texas,Tex.,TX
2006,UT,2525507,Utah,Utah,UT
2006,VA,7673725,Virginia,Va.,VA
2006,VT,622892,Vermont,Vt.,VT
2006,WA,6370753,Washington,Wash.,WA
2006,WI,5577655,Wisconsin,Wis.,WI
2006,WV,1827912,West Virginia,W.Va.,WV
2006,WY,522667,Wyoming,Wyo.,WY
2007,AK,680300,Alaska,Alaska,AK
2007,AL,4672840,Alabama,Ala.,AL
2007,AR,2848650,Arkansas,Ark.,AR
2007,AZ,6167681,Arizona,Ariz.,AZ
2007,CA,36250311,California,Calif.,CA
2007,CO,4803868,Colorado,Colo.,CO
2007,CT,3527270,Connecticut,Conn.,CT
2007,DC,574404,District of Columbia,D.C.,DC
2007,DE,871749,Delaware,Del.,DE
2007,FL,18367842,Florida,Fla.,FL
2007,GA,9349988,Georgia,Ga.,GA
2007,HI,1315675,Hawaii,Hawaii,HI
2007,IA,2999212,Iowa,Iowa,IA
2007,ID,1505105,Idaho,Idaho,ID
2007,IL,12695866,Illinois,Ill.,IL
2007,IN,6379599,Indiana,Ind.,IN
2007,KS,2783785,Kansas,Kans.,KS
2007,KY,4256672,Kentucky,Ky.,KY
2007,LA,4375581,Louisiana,La.,LA
2007,MA,6431559,Massachusetts,Mass.,MA
2007,MD,5653408,Maryland,Md.,MD
2007,ME,1327040,Maine,Maine,ME
2007,MI,10001284,Michigan,Mich.,MI
2007,MN,5207203,Minnesota,Minn.,MN
2007,MO,5887612,Missouri,Mo.,MO
2007,MS,2928350,Mississippi,Miss.,MS
2007,MT,964706,Montana,Mont.,MT
2007,NC,9118037,North Carolina,N.C.,NC
2007,ND,652822,North Dakota,N.D.,ND
2007,NE,1783440,Nebraska,Nebr.,NE
2007,NH,1312540,New Hampshire,N.H.,NH
2007,NJ,8677885,New Jersey,N.J.,NJ
2007,NM,1990070,New Mexico,N.M.,NM
2007,NV,2601072,Nevada,Nev.,NV
2007,NY,19132335,New York,N.Y.,NY
2007,OH,11500468,Ohio,Ohio,OH
2007,OK,3634349,Oklahoma,Okla.,OK
2007,OR,3722417,Oregon,Ore.,OR
2007,PA,12563937,Pennsylvania,Pa.,PA
2007,RI,1057315,Rhode Island,R.I.,RI
2007,SC,4444110,South Carolina,S.C.,SC
2007,SD,791623,South Dakota,S.D.,SD
2007,TN,6175727,Tennessee,Tenn.,TN
2007,TX,23831983,Texas,Tex.,TX
2007,UT,2597746,Utah,Utah,UT
2007,VA,7751000,Virginia,Va.,VA
2007,VT,623481,Vermont,Vt.,VT
2007,WA,6461587,Washington,Wash.,WA
2007,WI,5610775,Wisconsin,Wis.,WI
2007,WV,1834052,West Virginia,W.Va.,WV
2007,WY,534876,Wyoming,Wyo.,WY
2008,AK,687455,Alaska,Alaska,AK
2008,AL,4718206,Alabama,Ala.,AL
2008,AR,2874554,Arkansas,Ark.,AR
2008,AZ,6280362,Arizona,Ariz.,AZ
2008,CA,36604337,California,Calif.,CA
2008,CO,4889730,Colorado,Colo.,CO
2008,CT,3545579,Connecticut,Conn.,CT
2008,DC,580236,District of Columbia,D.C.,DC
2008,DE,883874,Delaware,Del.,DE
2008,FL,18527305,Florida,Fla.,FL
2008,GA,9504843,Georgia,Ga.,GA
2008,HI,1332213,Hawaii,Hawaii,HI
2008,IA,3016734,Iowa,Iowa,IA
2008,ID,1534320,Idaho,Idaho,ID
2008,IL,12747038,Illinois,Ill.,IL
2008,IN,6424806,Indiana,Ind.,IN
2008,KS,2808076,Kansas,Kans.,KS
2008,KY,4289878,Kentucky,Ky.,KY
2008,LA,4435586,Louisiana,La.,LA
2008,MA,6468967,Massachusetts,Mass.,MA
2008,MD,5684965,Maryland,Md.,MD
2008,ME,1330509,Maine,Maine,ME
2008,MI,9946889,Michigan,Mich.,MI
2008,MN,5247018,Minnesota,Minn.,MN
2008,MO,5923916,Missouri,Mo.,MO
2008,MS,2947806,Mississippi,Miss.,MS
2008,MT,976415,Montana,Mont.,MT
2008,NC,9309449,North Carolina,N.C.,NC
2008,ND,657569,North Dakota,N.D.,ND
2008,NE,1796378,Nebraska,Nebr.,NE
2008,NH,1315906,New Hampshire,N.H.,NH
2008,NJ,8711090,New Jersey,N.J.,NJ
2008,NM,2010662,New Mexico,N.M.,NM
2008,NV,2653630,Nevada,Nev.,NV
2008,NY,19212436,New York,N.Y.,NY
2008,OH,11515391,Ohio,Ohio,OH
2008,OK,3668976,Oklahoma,Okla.,OK
2008,OR,3768748,Oregon,Ore.,OR
2008,PA,12612285,Pennsylvania,Pa.,PA
2008,RI,1055003,Rhode Island,R.I.,RI
2008,SC,4528996,South Carolina,S.C.,SC
2008,SD,799124,South Dakota,S.D.,SD
2008,TN,6247411,Tennessee,Tenn.,TN
2008,TX,24309039,Texas,Tex.,TX
2008,UT,2663029,Utah,Utah,UT
2008,VA,7833496,Virginia,Va.,VA
2008,VT,624151,Vermont,Vt.,VT
2008,WA,6562231,Washington,Wash.,WA
2008,WI,5640996,Wisconsin,Wis.,WI
2008,WV,1840310,West Virginia,W.Va.,WV
2008,WY,546043,Wyoming,Wyo.,WY
2009,AK,698895,Alaska,Alaska,AK
2009,AL,4757938,Alabama,Ala.,AL
2009,AR,2896843,Arkansas,Ark.,AR
2009,AZ,6343154,Arizona,Ariz.,AZ
2009,CA,36961229,California,Calif.,CA
2009,CO,4972195,Colorado,Colo.,CO
2009,CT,3561807,Connecticut,Conn.,CT
2009,DC,592228,District of Columbia,D.C.,DC
2009,DE,891730,Delaware,Del.,DE
2009,FL,18652644,Florida,Fla.,FL
2009,GA,9620846,Georgia,Ga.,GA
2009,HI,1346717,Hawaii,Hawaii,HI
2009,IA,3032870,Iowa,Iowa,IA
2009,ID,1554439,Idaho,Idaho,ID
2009,IL,12796778,Illinois,Ill.,IL
2009,IN,6459325,Indiana,Ind.,IN
2009,KS,2832704,Kansas,Kans.,KS
2009,KY,4317074,Kentucky,Ky.,KY
2009,LA,4491648,Louisiana,La.,LA
2009,MA,6517613,Massachusetts,Mass.,MA
2009,MD,5730388,Maryland,Md.,MD
2009,ME,1329590,Maine,Maine,ME
2009,MI,9901591,Michigan,Mich.,MI
2009,MN,5281203,Minnesota,Minn.,MN
2009,MO,5961088,Missouri,Mo.,MO
2009,MS,2958774,Mississippi,Miss.,MS
2009,MT,983982,Montana,Mont.,MT
2009,NC,9449566,North Carolina,N.C.,NC
2009,ND,664968,North Dakota,N.D.,ND
2009,NE,1812683,Nebraska,Nebr.,NE
2009,NH,1316102,New Hampshire,N.H.,NH
2009,NJ,8755602,New Jersey,N.J.,NJ
2009,NM,2036802,New Mexico,N.M.,NM
2009,NV,2684665,Nevada,Nev.,NV
2009,NY,19307066,New York,N.Y.,NY
2009,OH,11528896,Ohio,Ohio,OH
2009,OK,3717572,Oklahoma,Okla.,OK
2009,OR,3808600,Oregon,Ore.,OR
2009,PA,12666858,Pennsylvania,Pa.,PA
2009,RI,1053646,Rhode Island,R.I.,RI
2009,SC,4589872,South Carolina,S.C.,SC
2009,SD,807067,South Dakota,S.D.,SD
2009,TN,6306019,Tennessee,Tenn.,TN
2009,TX,24801761,Texas,Tex.,TX
2009,UT,2723421,Utah,Utah,UT
2009,VA,7925937,Virginia,Va.,VA
2009,VT,624817,Vermont,Vt.,VT
2009,WA,6667426,Washington,Wash.,WA
2009,WI,5669264,Wisconsin,Wis.,WI
2009,WV,1847775,West Virginia,W.Va.,WV
2009,WY,559851,Wyoming,Wyo.,WY
2010,AK,713910,Alaska,Alaska,AK
2010,AL,4785437,Alabama,Ala.,AL
2010,AR,2921964,Arkansas,Ark.,AR
2010,AZ,6407172,Arizona,Ariz.,AZ
2010,CA,37319502,California,Calif.,CA
2010,CO,5047349,Colorado,Colo.,CO
2010,CT,3579114,Connecticut,Conn.,CT
2010,DC,605226,District of Columbia,D.C.,DC
2010,DE,899593,Delaware,Del.,DE
2010,FL,18845537,Florida,Fla.,FL
2010,GA,9711881,Georgia,Ga.,GA
2010,HI,1363963,Hawaii,Hawaii,HI
2010,IA,3050745,Iowa,Iowa,IA
2010,ID,1570746,Idaho,Idaho,ID
2010,IL,12840503,Illinois,Ill.,IL
2010,IN,6490432,Indiana,Ind.,IN
2010,KS,2858190,Kansas,Kans.,KS
2010,KY,4348181,Kentucky,Ky.,KY
2010,LA,4544532,Louisiana,La.,LA
2010,MA,6566307,Massachusetts,Mass.,MA
2010,MD,5788645,Maryland,Md.,MD
2010,ME,1327629,Maine,Maine,ME
2010,MI,9877510,Michigan,Mich.,MI
2010,MN,5310828,Minnesota,Minn.,MN
2010,MO,5995974,Missouri,Mo.,MO
2010,MS,2970548,Mississippi,Miss.,MS
2010,MT,990697,Montana,Mont.,MT
2010,NC,9574323,North Carolina,N.C.,NC
2010,ND,674715,North Dakota,N.D.,ND
2010,NE,1829542,Nebraska,Nebr.,NE
2010,NH,1316762,New Hampshire,N.H.,NH
2010,NJ,8799446,New Jersey,N.J.,NJ
2010,NM,2064552,New Mexico,N.M.,NM
2010,NV,2702405,Nevada,Nev.,NV
2010,NY,19399878,New York,N.Y.,NY
2010,OH,11539336,Ohio,Ohio,OH
2010,OK,3759944,Oklahoma,Okla.,OK
2010,OR,3837491,Oregon,Ore.,OR
2010,PA,12711160,Pennsylvania,Pa.,PA
2010,RI,1053959,Rhode Island,R.I.,RI
2010,SC,4635649,South Carolina,S.C.,SC
2010,SD,816166,South Dakota,S.D.,SD
2010,TN,6355311,Tennessee,Tenn.,TN
2010,TX,25241971,Texas,Tex.,TX
2010,UT,2775332,Utah,Utah,UT
2010,VA,8023699,Virginia,Va.,VA
2010,VT,625879,Vermont,Vt.,VT
2010,WA,6742830,Washington,Wash.,WA
2010,WI,5690475,Wisconsin,Wis.,WI
2010,WV,1854239,West Virginia,W.Va.,WV
2010,WY,564487,Wyoming,Wyo.,WY
2011,AK,722128,Alaska,Alaska,AK
2011,AL,4799069,Alabama,Ala.,AL
2011,AR,2940667,Arkansas,Ark.,AR
2011,AZ,6472643,Arizona,Ariz.,AZ
2011,CA,37638369,California,Calif.,CA
2011,CO,5121108,Colorado,Colo.,CO
2011,CT,3588283,Connecticut,Conn.,CT
2011,DC,619800,District of Columbia,D.C.,DC
2011,DE,907381,Delaware,Del.,DE
2011,FL,19053237,Florida,Fla.,FL
2011,GA,9802431,Georgia,Ga.,GA
2011,HI,1379329,Hawaii,Hawaii,HI
2011,IA,3066336,Iowa,Iowa,IA
2011,ID,1583910,Idaho,Idaho,ID
2011,IL,12867454,Illinois,Ill.,IL
2011,IN,6516528,Indiana,Ind.,IN
2011,KS,2869225,Kansas,Kans.,KS
2011,KY,4369821,Kentucky,Ky.,KY
2011,LA,4575625,Louisiana,La.,LA
2011,MA,6613583,Massachusetts,Mass.,MA
2011,MD,5839419,Maryland,Md.,MD
2011,ME,1328284,Maine,Maine,ME
2011,MI,9882412,Michigan,Mich.,MI
2011,MN,5346143,Minnesota,Minn.,MN
2011,MO,6010275,Missouri,Mo.,MO
2011,MS,2978731,Mississippi,Miss.,MS
2011,MT,997316,Montana,Mont.,MT
2011,NC,9657592,North Carolina,N.C.,NC
2011,ND,685225,North Dakota,N.D.,ND
2011,NE,1840672,Nebraska,Nebr.,NE
2011,NH,1320202,New Hampshire,N.H.,NH
2011,NJ,8828117,New Jersey,N.J.,NJ
2011,NM,2080450,New Mexico,N.M.,NM
2011,NV,2712730,Nevada,Nev.,NV
2011,NY,19499241,New York,N.Y.,NY
2011,OH,11544663,Ohio,Ohio,OH
2011,OK,3788379,Oklahoma,Okla.,OK
2011,OR,3872036,Oregon,Ore.,OR
2011,PA,12745815,Pennsylvania,Pa.,PA
2011,RI,1053649,Rhode Island,R.I.,RI
2011,SC,4671994,South Carolina,S.C.,SC
2011,SD,823579,South Dakota,S.D.,SD
2011,TN,6399291,Tennessee,Tenn.,TN
2011,TX,25645629,Texas,Tex.,TX
2011,UT,2814384,Utah,Utah,UT
2011,VA,8101155,Virginia,Va.,VA
2011,VT,627049,Vermont,Vt.,VT
2011,WA,6826627,Washington,Wash.,WA
2011,WI,5705288,Wisconsin,Wis.,WI
2011,WV,1856301,West Virginia,W.Va.,WV
2011,WY,567299,Wyoming,Wyo.,WY
2012,AK,730443,Alaska,Alaska,AK
2012,AL,4815588,Alabama,Ala.,AL
2012,AR,2952164,Arkansas,Ark.,AR
2012,AZ,6554978,Arizona,Ariz.,AZ
2012,CA,37948800,California,Calif.,CA
2012,CO,5192647,Colorado,Colo.,CO
2012,CT,3594547,Connecticut,Conn.,CT
2012,DC,634924,District of Columbia,D.C.,DC
2012,DE,915179,Delaware,Del.,DE
2012,FL,19297822,Florida,Fla.,FL
2012,GA,9901430,Georgia,Ga.,GA
2012,HI,1394804,Hawaii,Hawaii,HI
2012,IA,3076190,Iowa,Iowa,IA
2012,ID,1595324,Idaho,Idaho,ID
2012,IL,12882510,Illinois,Ill.,IL
2012,IN,6537703,Indiana,Ind.,IN
2012,KS,2885257,Kansas,Kans.,KS
2012,KY,4386346,Kentucky,Ky.,KY
2012,LA,4600972,Louisiana,La.,LA
2012,MA,6663005,Massachusetts,Mass.,MA
2012,MD,5886992,Maryland,Md.,MD
2012,ME,1327729,Maine,Maine,ME
2012,MI,9897145,Michigan,Mich.,MI
2012,MN,5376643,Minnesota,Minn.,MN
2012,MO,6024367,Missouri,Mo.,MO
2012,MS,2983816,Mississippi,Miss.,MS
2012,MT,1003783,Montana,Mont.,MT
2012,NC,9749476,North Carolina,N.C.,NC
2012,ND,701176,North Dakota,N.D.,ND
2012,NE,1853303,Nebraska,Nebr.,NE
2012,NH,1324232,New Hampshire,N.H.,NH
2012,NJ,8844942,New Jersey,N.J.,NJ
2012,NM,2087309,New Mexico,N.M.,NM
2012,NV,2743996,Nevada,Nev.,NV
2012,NY,19572932,New York,N.Y.,NY
2012,OH,11548923,Ohio,Ohio,OH
2012,OK,3818814,Oklahoma,Okla.,OK
2012,OR,3899001,Oregon,Ore.,OR
2012,PA,12767118,Pennsylvania,Pa.,PA
2012,RI,1054621,Rhode Island,R.I.,RI
2012,SC,4717354,South Carolina,S.C.,SC
2012,SD,833566,South Dakota,S.D.,SD
2012,TN,6453898,Tennessee,Tenn.,TN
2012,TX,26084481,Texas,Tex.,TX
2012,UT,2853375,Utah,Utah,UT
2012,VA,8185080,Virginia,Va.,VA
2012,VT,626090,Vermont,Vt.,VT
2012,WA,6897058,Washington,Wash.,WA
2012,WI,5719960,Wisconsin,Wis.,WI
2012,WV,1856872,West Virginia,W.Va.,WV
2012,WY,576305,Wyoming,Wyo.,WY
2013,AK,737068,Alaska,Alaska,AK
2013,AL,4830081,Alabama,Ala.,AL
2013,AR,2959400,Arkansas,Ark.,AR
2013,AZ,6632764,Arizona,Ariz.,AZ
2013,CA,38260787,California,Calif.,CA
2013,CO,5269035,Colorado,Colo.,CO
2013,CT,3594841,Connecticut,Conn.,CT
2013,DC,650581,District of Columbia,D.C.,DC
2013,DE,923576,Delaware,Del.,DE
2013,FL,19545621,Florida,Fla.,FL
2013,GA,9972479,Georgia,Ga.,GA
2013,HI,1408243,Hawaii,Hawaii,HI
2013,IA,3092997,Iowa,Iowa,IA
2013,ID,1611206,Idaho,Idaho,ID
2013,IL,12895129,Illinois,Ill.,IL
2013,IN,6568713,Indiana,Ind.,IN
2013,KS,2893212,Kansas,Kans.,KS
2013,KY,4404659,Kentucky,Ky.,KY
2013,LA,4624527,Louisiana,La.,LA
2013,MA,6713315,Massachusetts,Mass.,MA
2013,MD,5923188,Maryland,Md.,MD
2013,ME,1328009,Maine,Maine,ME
2013,MI,9913065,Michigan,Mich.,MI
2013,MN,5413479,Minnesota,Minn.,MN
2013,MO,6040715,Missouri,Mo.,MO
2013,MS,2988711,Mississippi,Miss.,MS
2013,MT,1013569,Montana,Mont.,MT
2013,NC,9843336,North Carolina,N.C.,NC
2013,ND,722036,North Dakota,N.D.,ND
2013,NE,1865279,Nebraska,Nebr.,NE
2013,NH,1326622,New Hampshire,N.H.,NH
2013,NJ,8856972,New Jersey,N.J.,NJ
2013,NM,2092273,New Mexico,N.M.,NM
2013,NV,2775970,Nevada,Nev.,NV
2013,NY,19624447,New York,N.Y.,NY
2013,OH,11576684,Ohio,Ohio,OH
2013,OK,3853214,Oklahoma,Okla.,OK
2013,OR,3922468,Oregon,Ore.,OR
2013,PA,12776309,Pennsylvania,Pa.,PA
2013,RI,1055081,Rhode Island,R.I.,RI
2013,SC,4764080,South Carolina,S.C.,SC
2013,SD,842316,South Dakota,S.D.,SD
2013,TN,6494340,Tennessee,Tenn.,TN
2013,TX,26480266,Texas,Tex.,TX
2013,UT,2897640,Utah,Utah,UT
2013,VA,8252427,Virginia,Va.,VA
2013,VT,626210,Vermont,Vt.,VT
2013,WA,6963985,Washington,Wash.,WA
2013,WI,5736754,Wisconsin,Wis.,WI
2013,WV,1853914,West Virginia,W.Va.,WV
2013,WY,582122,Wyoming,Wyo.,WY
2014,AK,736283,Alaska,Alaska,AK
2014,AL,4841799,Alabama,Ala.,AL
2014,AR,2967392,Arkansas,Ark.,AR
2014,AZ,6730413,Arizona,Ariz.,AZ
2014,CA,38596972,California,Calif.,CA
2014,CO,5350101,Colorado,Colo.,CO
2014,CT,3594524,Connecticut,Conn.,CT
2014,DC,662328,District of Columbia,D.C.,DC
2014,DE,932487,Delaware,Del.,DE
2014,FL,19845911,Florida,Fla.,FL
2014,GA,10067278,Georgia,Ga.,GA
2014,HI,1414538,Hawaii,Hawaii,HI
2014,IA,3109350,Iowa,Iowa,IA
2014,ID,1631112,Idaho,Idaho,ID
2014,IL,12884493,Illinois,Ill.,IL
2014,IN,6593644,Indiana,Ind.,IN
2014,KS,2900475,Kansas,Kans.,KS
2014,KY,4414349,Kentucky,Ky.,KY
2014,LA,4644013,Louisiana,La.,LA
2014,MA,6762596,Massachusetts,Mass.,MA
2014,MD,5957283,Maryland,Md.,MD
2014,ME,1330513,Maine,Maine,ME
2014,MI,9929848,Michigan,Mich.,MI
2014,MN,5451079,Minnesota,Minn.,MN
2014,MO,6056202,Missouri,Mo.,MO
2014,MS,2990468,Mississippi,Miss.,MS
2014,MT,1021869,Montana,Mont.,MT
2014,NC,9932887,North Carolina,N.C.,NC
2014,ND,737401,North Dakota,N.D.,ND
2014,NE,1879321,Nebraska,Nebr.,NE
2014,NH,1333341,New Hampshire,N.H.,NH
2014,NJ,8864525,New Jersey,N.J.,NJ
2014,NM,2089568,New Mexico,N.M.,NM
2014,NV,2817628,Nevada,Nev.,NV
2014,NY,19651049,New York,N.Y.,NY
2014,OH,11602700,Ohio,Ohio,OH
2014,OK,3878187,Oklahoma,Okla.,OK
2014,OR,3963244,Oregon,Ore.,OR
2014,PA,12788313,Pennsylvania,Pa.,PA
2014,RI,1055936,Rhode Island,R.I.,RI
2014,SC,4823617,South Carolina,S.C.,SC
2014,SD,849129,South Dakota,S.D.,SD
2014,TN,6541223,Tennessee,Tenn.,TN
2014,TX,26964333,Texas,Tex.,TX
2014,UT,2936879,Utah,Utah,UT
2014,VA,8310993,Virginia,Va.,VA
2014,VT,625214,Vermont,Vt.,VT
2014,WA,7054655,Washington,Wash.,WA
2014,WI,5751525,Wisconsin,Wis.,WI
2014,WV,1849489,West Virginia,W.Va.,WV
2014,WY,582531,Wyoming,Wyo.,WY
2015,AK,737498,Alaska,Alaska,AK
2015,AL,4852347,Alabama,Ala.,AL
2015,AR,2978048,Arkansas,Ark.,AR
2015,AZ,6829676,Arizona,Ariz.,AZ
2015,CA,38918045,California,Calif.,CA
2015,CO,5450623,Colorado,Colo.,CO
2015,CT,3587122,Connecticut,Conn.,CT
2015,DC,675400,District of Columbia,D.C.,DC
2015,DE,941252,Delaware,Del.,DE
2015,FL,20209042,Florida,Fla.,FL
2015,GA,10178447,Georgia,Ga.,GA
2015,HI,1422052,Hawaii,Hawaii,HI
2015,IA,3120960,Iowa,Iowa,IA
2015,ID,1651059,Idaho,Idaho,ID
2015,IL,12858913,Illinois,Ill.,IL
2015,IN,6608422,Indiana,Ind.,IN
2015,KS,2909011,Kansas,Kans.,KS
2015,KY,4425976,Kentucky,Ky.,KY
2015,LA,4664628,Louisiana,La.,LA
2015,MA,6794228,Massachusetts,Mass.,MA
2015,MD,5985562,Maryland,Md.,MD
2015,ME,1328262,Maine,Maine,ME
2015,MI,9931715,Michigan,Mich.,MI
2015,MN,5482032,Minnesota,Minn.,MN
2015,MO,6071732,Missouri,Mo.,MO
2015,MS,2988471,Mississippi,Miss.,MS
2015,MT,1030475,Montana,Mont.,MT
2015,NC,10031646,North Carolina,N.C.,NC
2015,ND,754066,North Dakota,N.D.,ND
2015,NE,1891277,Nebraska,Nebr.,NE
2015,NH,1336350,New Hampshire,N.H.,NH
2015,NJ,8867949,New Jersey,N.J.,NJ
2015,NM,2089291,New Mexico,N.M.,NM
2015,NV,2866939,Nevada,Nev.,NV
2015,NY,19654666,New York,N.Y.,NY
2015,OH,11617527,Ohio,Ohio,OH
2015,OK,3909500,Oklahoma,Okla.,OK
2015,OR,4015792,Oregon,Ore.,OR
2015,PA,12784826,Pennsylvania,Pa.,PA
2015,RI,1056065,Rhode Island,R.I.,RI
2015,SC,4891938,South Carolina,S.C.,SC
2015,SD,853988,South Dakota,S.D.,SD
2015,TN,6591170,Tennessee,Tenn.,TN
2015,TX,27470056,Texas,Tex.,TX
2015,UT,2981835,Utah,Utah,UT
2015,VA,8361808,Virginia,Va.,VA
2015,VT,625216,Vermont,Vt.,VT
2015,WA,7163657,Washington,Wash.,WA
2015,WI,5760940,Wisconsin,Wis.,WI
2015,WV,1842050,West Virginia,W.Va.,WV
